tab	measurements
measurement	experiment	specimen	treat_dc_field	magn_mass	citations	instrument_codes	method_codes	quality	standard	timestamp
BRIC.26cIRM-VSM2-LP-BCR-BF-19819917	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.006625	0.01074	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819918	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.007299	0.01073	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819919	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.008016	0.01072	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819920	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.008777	0.01071	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819921	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.009587	0.01069	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819922	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.01044	0.01067	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819923	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.01137	0.01066	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819924	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.01235	0.01064	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819925	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.01339	0.01062	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819926	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.01449	0.0106	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819927	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.01566	0.01057	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819928	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.01691	0.01055	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819929	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.01825	0.01052	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819930	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.01966	0.0105	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819931	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.02116	0.01046	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819932	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.02277	0.01043	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819933	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.02447	0.01039	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819934	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.02629	0.01035	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819935	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.02822	0.01031	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819936	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.03027	0.01026	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819937	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.03246	0.01022	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819938	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.03476	0.01018	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819939	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.03725	0.01012	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819940	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.03989	0.01007	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819941	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.04268	0.01001	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819942	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.04565	0.009957	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819943	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.04883	0.009896	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819944	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.0522	0.009836	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819945	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.05581	0.009773	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819946	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.05962	0.009708	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819947	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.06367	0.009645	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819948	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.06802	0.009575	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819949	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.07261	0.009507	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819950	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.07749	0.009436	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819951	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.08266	0.009364	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819952	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.08823	0.009288	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819953	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.09408	0.009211	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819954	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.1003	0.009104	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819955	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.1071	0.009034	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819956	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.1141	0.008944	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819957	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.1217	0.008846	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819958	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.1297	0.008743	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819959	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.1383	0.008629	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819960	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.1474	0.008509	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819961	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.1571	0.008379	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819962	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.1673	0.008238	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819963	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.1783	0.008082	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819964	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.1899	0.007915	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819965	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.2023	0.007727	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819966	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.2155	0.007524	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819967	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.2294	0.007303	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819968	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.2443	0.00706	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819969	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.2603	0.006789	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819970	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.2772	0.006492	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819971	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.295	0.006166	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819972	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.314	0.005837	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819973	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.3345	0.005442	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819974	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.356	0.005013	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819975	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.3794	0.004533	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819976	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.4038	0.004021	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819977	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.4298	0.00347	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819978	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.4576	0.002876	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819979	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.4869	0.002243	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819980	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.5181	0.001572	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819981	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.5518	0.0008593	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819982	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.5874	0.0001187	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819983	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.625	-0.0006437	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819984	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.6651	-0.00142	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819985	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.708	-0.002217	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819986	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.7534	-0.003011	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819987	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.8017	-0.0038	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819988	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.8534	-0.004583	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819989	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.9081	-0.00534	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819990	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-0.9661	-0.006065	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819991	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-1.028	-0.006877	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819992	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-1.094	-0.00753	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819993	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-1.164	-0.008139	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819994	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-1.239	-0.008698	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819995	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-1.318	-0.009205	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819996	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-1.403	-0.00968	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819997	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-1.492	-0.0101	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819998	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-1.588	-0.01048	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-19819999	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-1.689	-0.0108	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
BRIC.26cIRM-VSM2-LP-BCR-BF-198199100	IRM-VSM2-LP-BCR-BF-198199	BRIC.26c	-1.796	-0.01106	This study	IRM-VSM2	LP-BCR-BF	g	300	2018-11-15T17:07:00.000-06:00
